data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.07', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3112', 'est[0.88,0.44,0.09,58]']"
"['592F[4.00,0.00,0.00]=0.70', 'CD37[0.00,0.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.97', 'le_us=2929', 'est[3.52,0.37,-0.16,62]']"
"['592F[4.00,0.00,0.00]=0.73', 'CD37[0.00,0.00,0.00]=3.55', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.91', 'le_us=2990', 'est[3.53,0.41,-0.24,49]']"
"['592F[4.00,0.00,0.00]=0.72', 'CD37[0.00,0.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.91', 'le_us=2960', 'est[3.53,0.40,-0.28,50]']"
"['592F[4.00,0.00,0.00]=0.70', 'CD37[0.00,0.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.96', 'le_us=2807', 'est[3.51,0.38,-0.09,57]']"
"['592F[4.00,0.00,0.00]=0.68', 'CD37[0.00,0.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=4.92', 'le_us=2990', 'est[3.54,0.42,-0.17,57]']"
"['592F[4.00,0.00,0.00]=0.70', 'CD37[0.00,0.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.91', 'le_us=2990', 'est[3.54,0.41,-0.22,54]']"
"['592F[4.00,0.00,0.00]=0.77', 'CD37[0.00,0.00,0.00]=3.55', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.92', 'le_us=2594', 'est[3.53,0.40,-0.28,52]']"
"['592F[4.00,0.00,0.00]=0.71', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.93', 'le_us=3021', 'est[3.54,0.39,-0.32,47]']"
"['592F[4.00,0.00,0.00]=0.70', 'CD37[0.00,0.00,0.00]=3.58', '5B01[4.00,4.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.91', 'le_us=2960', 'est[3.54,0.39,-0.33,52]']"
"['592F[4.00,0.00,0.00]=0.78', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.94', 'le_us=2655', 'est[3.54,0.39,-0.38,41]']"
"['592F[4.00,0.00,0.00]=0.70', 'CD37[0.00,0.00,0.00]=3.54', '5B01[4.00,4.00,0.00]=3.73', '1495[0.00,4.00,0.00]=4.91', 'le_us=2960', 'est[3.53,0.37,-0.38,61]']"
"['592F[4.00,0.00,0.00]=0.57', 'CD37[0.00,0.00,0.00]=3.56', '5B01[4.00,4.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.93', 'le_us=3143', 'est[3.50,0.32,-0.17,63]']"
"['592F[4.00,0.00,0.00]=0.60', 'CD37[0.00,0.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.89', 'le_us=3173', 'est[3.47,0.29,-0.02,63]']"
"['592F[4.00,0.00,0.00]=0.63', 'CD37[0.00,0.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.95', 'le_us=2960', 'est[3.50,0.32,-0.08,54]']"
"['592F[4.00,0.00,0.00]=0.64', 'CD37[0.00,0.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.94', 'le_us=3021', 'est[3.53,0.34,-0.15,48]']"
"['592F[4.00,0.00,0.00]=0.62', 'CD37[0.00,0.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=3.69', '1495[0.00,4.00,0.00]=5.06', 'le_us=2594', 'est[3.56,0.34,-0.20,48]']"
"['592F[4.00,0.00,0.00]=0.60', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.00', 'le_us=2960', 'est[3.59,0.38,-0.25,59]']"
"['592F[4.00,0.00,0.00]=0.61', 'CD37[0.00,0.00,0.00]=3.57', '5B01[4.00,4.00,0.00]=3.52', '1495[0.00,4.00,0.00]=5.02', 'le_us=3692', 'est[3.60,0.39,-0.29,47]']"
"['592F[4.00,0.00,0.00]=0.61', 'CD37[0.00,0.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=3.55', '1495[0.00,4.00,0.00]=5.09', 'le_us=3326', 'est[3.62,0.39,-0.13,52]']"
"['592F[4.00,0.00,0.00]=0.57', '5B01[4.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=3.61', '1495[0.00,4.00,0.00]=5.07', 'le_us=3234', 'est[3.63,0.39,-0.20,43]']"
"['592F[4.00,0.00,0.00]=0.66', '5B01[4.00,4.00,0.00]=3.49', 'CD37[0.00,0.00,0.00]=3.56', '1495[0.00,4.00,0.00]=5.04', 'le_us=3540', 'est[3.62,0.41,-0.04,46]']"
"['592F[4.00,0.00,0.00]=0.64', '5B01[4.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=3.67', '1495[0.00,4.00,0.00]=5.04', 'le_us=2624', 'est[3.63,0.40,0.06,46]']"
"['592F[4.00,0.00,0.00]=0.58', '5B01[4.00,4.00,0.00]=3.61', 'CD37[0.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.04', 'le_us=3234', 'est[3.61,0.38,0.15,48]']"
"['592F[4.00,0.00,0.00]=0.66', 'CD37[0.00,0.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=3.60', '1495[0.00,4.00,0.00]=5.08', 'le_us=2807', 'est[3.62,0.39,0.03,54]']"
"['592F[4.00,0.00,0.00]=0.59', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.57', '1495[0.00,4.00,0.00]=5.05', 'le_us=3234', 'est[3.61,0.39,-0.09,45]']"
"['592F[4.00,0.00,0.00]=0.54', 'CD37[0.00,0.00,0.00]=3.56', '5B01[4.00,4.00,0.00]=3.59', '1495[0.00,4.00,0.00]=5.07', 'le_us=3631', 'est[3.61,0.38,-0.16,47]']"
"['592F[4.00,0.00,0.00]=0.64', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.02', 'le_us=2868', 'est[3.60,0.39,-0.19,54]']"
"['592F[4.00,0.00,0.00]=0.67', 'CD37[0.00,0.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=3.66', '1495[0.00,4.00,0.00]=5.01', 'le_us=2807', 'est[3.59,0.38,-0.22,55]']"
"['592F[4.00,0.00,0.00]=0.61', 'CD37[0.00,0.00,0.00]=3.60', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=5.10', 'le_us=2990', 'est[3.59,0.39,-0.21,60]']"
"['592F[4.00,0.00,0.00]=0.58', 'CD37[0.00,0.00,0.00]=3.57', '1495[0.00,4.00,0.00]=5.08', 'le_us=640', 'est[3.58,0.38,-0.16,99]']"
"['592F[4.00,0.00,0.00]=0.68', 'CD37[0.00,0.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.07', 'le_us=2838', 'est[3.58,0.39,-0.21,47]']"
"['592F[4.00,0.00,0.00]=0.59', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.60', '1495[0.00,4.00,0.00]=5.07', 'le_us=3082', 'est[3.58,0.40,-0.16,62]']"
"['592F[4.00,0.00,0.00]=0.61', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.67', '1495[0.00,4.00,0.00]=5.08', 'le_us=2777', 'est[3.59,0.39,-0.19,55]']"
"['592F[4.00,0.00,0.00]=0.62', 'CD37[0.00,0.00,0.00]=3.69', '5B01[4.00,4.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.96', 'le_us=2960', 'est[3.60,0.39,-0.22,57]']"
"['592F[4.00,0.00,0.00]=0.62', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.60', '1495[0.00,4.00,0.00]=5.02', 'le_us=3234', 'est[3.62,0.41,-0.28,48]']"
"['592F[4.00,0.00,0.00]=0.67', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.96', 'le_us=2960', 'est[3.61,0.40,-0.11,47]']"
"['592F[4.00,0.00,0.00]=0.63', '5B01[4.00,4.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.94', 'le_us=2929', 'est[3.61,0.40,-0.01,50]']"
"['592F[4.00,0.00,0.00]=0.57', '5B01[4.00,4.00,0.00]=3.59', 'CD37[0.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=5.10', 'le_us=3234', 'est[3.62,0.41,0.01,62]']"
"['592F[4.00,0.00,0.00]=0.61', '5B01[4.00,4.00,0.00]=3.63', 'CD37[0.00,0.00,0.00]=3.57', '1495[0.00,4.00,0.00]=4.97', 'le_us=2960', 'est[3.62,0.42,-0.08,55]']"
"['592F[4.00,0.00,0.00]=0.55', '5B01[4.00,4.00,0.00]=3.61', 'CD37[0.00,0.00,0.00]=3.60', '1495[0.00,4.00,0.00]=5.09', 'le_us=3631', 'est[3.63,0.40,0.05,40]']"
"['592F[4.00,0.00,0.00]=0.56', '5B01[4.00,4.00,0.00]=3.68', 'CD37[0.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.01', 'le_us=2929', 'est[3.62,0.39,0.09,59]']"
"['592F[4.00,0.00,0.00]=0.66', '5B01[4.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=5.09', 'le_us=3112', 'est[3.61,0.39,0.14,56]']"
"['592F[4.00,0.00,0.00]=0.68', 'CD37[0.00,0.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=3.65', '1495[0.00,4.00,0.00]=5.05', 'le_us=2746', 'est[3.60,0.39,0.02,54]']"
"['592F[4.00,0.00,0.00]=0.71', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.55', '1495[0.00,4.00,0.00]=4.94', 'le_us=3234', 'est[3.57,0.40,0.14,44]']"
"['592F[4.00,0.00,0.00]=0.73', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.51', '1495[0.00,4.00,0.00]=4.96', 'le_us=2807', 'est[3.58,0.43,0.03,61]']"
"['592F[4.00,0.00,0.00]=0.77', '5B01[4.00,4.00,0.00]=3.56', 'CD37[0.00,0.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.92', 'le_us=2594', 'est[3.58,0.44,0.13,49]']"
"['592F[4.00,0.00,0.00]=0.73', '5B01[4.00,4.00,0.00]=3.52', 'CD37[0.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.90', 'le_us=2960', 'est[3.56,0.44,0.22,46]']"
"['592F[4.00,0.00,0.00]=0.82', '5B01[4.00,4.00,0.00]=3.46', 'CD37[0.00,0.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.92', 'le_us=2777', 'est[3.56,0.48,0.26,57]']"
"['592F[4.00,0.00,0.00]=0.78', '5B01[4.00,4.00,0.00]=3.41', 'CD37[0.00,0.00,0.00]=3.57', '1495[0.00,4.00,0.00]=4.87', 'le_us=3418', 'est[3.56,0.50,0.33,47]']"
"['592F[4.00,0.00,0.00]=0.84', '5B01[4.00,4.00,0.00]=3.34', 'CD37[0.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=4.92', 'le_us=3112', 'est[3.57,0.52,0.14,59]']"
"['592F[4.00,0.00,0.00]=0.86', '5B01[4.00,4.00,0.00]=3.33', 'CD37[0.00,0.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.85', 'le_us=2960', 'est[3.58,0.57,0.18,59]']"
"['592F[4.00,0.00,0.00]=0.87', '5B01[4.00,4.00,0.00]=3.30', 'CD37[0.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.83', 'le_us=2807', 'est[3.57,0.61,0.19,58]']"
"['592F[4.00,0.00,0.00]=0.90', '5B01[4.00,4.00,0.00]=3.27', 'CD37[0.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.91', 'le_us=3387', 'est[3.62,0.61,-0.03,46]']"
"['592F[4.00,0.00,0.00]=0.93', '5B01[4.00,4.00,0.00]=3.24', 'CD37[0.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.76', 'le_us=3051', 'est[3.61,0.66,-0.15,58]']"
"['592F[4.00,0.00,0.00]=0.99', '5B01[4.00,4.00,0.00]=3.16', 'CD37[0.00,0.00,0.00]=3.70', '1495[0.00,4.00,0.00]=4.80', 'le_us=3143', 'est[3.61,0.71,-0.07,58]']"
"['592F[4.00,0.00,0.00]=1.02', '5B01[4.00,4.00,0.00]=3.18', 'CD37[0.00,0.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.76', 'le_us=2838', 'est[3.60,0.75,0.03,57]']"
"['592F[4.00,0.00,0.00]=1.00', '5B01[4.00,4.00,0.00]=3.13', 'CD37[0.00,0.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.82', 'le_us=3387', 'est[3.64,0.75,-0.12,62]']"
"['592F[4.00,0.00,0.00]=1.05', '5B01[4.00,4.00,0.00]=3.13', 'CD37[0.00,0.00,0.00]=3.71', '1495[0.00,4.00,0.00]=4.72', 'le_us=2807', 'est[3.62,0.79,-0.01,57]']"
"['592F[4.00,0.00,0.00]=1.14', '5B01[4.00,4.00,0.00]=3.12', 'CD37[0.00,0.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.72', 'le_us=2838', 'est[3.61,0.83,0.12,57]']"
"['592F[4.00,0.00,0.00]=1.14', '5B01[4.00,4.00,0.00]=3.06', 'CD37[0.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.68', 'le_us=3082', 'est[3.60,0.87,0.17,56]']"
"['592F[4.00,0.00,0.00]=1.17', '5B01[4.00,4.00,0.00]=3.02', 'CD37[0.00,0.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.71', 'le_us=3143', 'est[3.61,0.89,-0.02,58]']"
"['592F[4.00,0.00,0.00]=1.23', '5B01[4.00,4.00,0.00]=3.07', 'CD37[0.00,0.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.70', 'le_us=2838', 'est[3.60,0.92,0.13,57]']"
"['592F[4.00,0.00,0.00]=1.26', '5B01[4.00,4.00,0.00]=2.99', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.66', 'le_us=2838', 'est[3.60,0.96,0.23,56]']"
"['592F[4.00,0.00,0.00]=1.30', '5B01[4.00,4.00,0.00]=3.00', 'CD37[0.00,0.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.63', 'le_us=2807', 'est[3.60,0.99,0.31,56]']"
"['592F[4.00,0.00,0.00]=1.36', '5B01[4.00,4.00,0.00]=2.98', 'CD37[0.00,0.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.66', 'le_us=2838', 'est[3.60,1.02,0.40,57]']"
"['592F[4.00,0.00,0.00]=1.42', '5B01[4.00,4.00,0.00]=2.95', 'CD37[0.00,0.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.58', 'le_us=2838', 'est[3.58,1.06,0.47,55]']"
"['592F[4.00,0.00,0.00]=1.43', '5B01[4.00,4.00,0.00]=2.92', 'CD37[0.00,0.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.59', 'le_us=2838', 'est[3.57,1.09,0.51,55]']"
"['592F[4.00,0.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=2.93', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.61', 'le_us=2777', 'est[3.58,1.11,0.55,56]']"
"['592F[4.00,0.00,0.00]=1.40', '5B01[4.00,4.00,0.00]=2.88', 'CD37[0.00,0.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.60', 'le_us=2807', 'est[3.58,1.14,0.56,56]']"
"['592F[4.00,0.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=2.89', 'CD37[0.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.53', 'le_us=2777', 'est[3.57,1.15,0.57,55]']"
"['592F[4.00,0.00,0.00]=1.42', '5B01[4.00,4.00,0.00]=2.87', 'CD37[0.00,0.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.53', 'le_us=2838', 'est[3.57,1.17,0.57,55]']"
"['592F[4.00,0.00,0.00]=1.43', '5B01[4.00,4.00,0.00]=2.89', 'CD37[0.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.46', 'le_us=2838', 'est[3.57,1.18,0.59,55]']"
"['592F[4.00,0.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=2.85', 'CD37[0.00,0.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.47', 'le_us=2777', 'est[3.55,1.20,0.59,54]']"
"['592F[4.00,0.00,0.00]=1.45', '5B01[4.00,4.00,0.00]=2.79', 'CD37[0.00,0.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.50', 'le_us=2777', 'est[3.56,1.22,0.57,55]']"
"['592F[4.00,0.00,0.00]=1.50', '5B01[4.00,4.00,0.00]=2.77', 'CD37[0.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.46', 'le_us=2838', 'est[3.55,1.25,0.56,54]']"
"['592F[4.00,0.00,0.00]=1.60', '5B01[4.00,4.00,0.00]=2.76', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.40', 'le_us=2807', 'est[3.54,1.28,0.59,53]']"
"['592F[4.00,0.00,0.00]=1.56', '5B01[4.00,4.00,0.00]=2.71', 'CD37[0.00,0.00,0.00]=3.87', '1495[0.00,4.00,0.00]=4.44', 'le_us=2807', 'est[3.54,1.30,0.58,54]']"
"['592F[4.00,0.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=2.71', 'CD37[0.00,0.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.42', 'le_us=2807', 'est[3.54,1.33,0.60,53]']"
"['592F[4.00,0.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=2.65', 'CD37[0.00,0.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.43', 'le_us=3112', 'est[3.54,1.34,0.28,55]']"
"['592F[4.00,0.00,0.00]=1.65', '5B01[4.00,4.00,0.00]=2.62', 'CD37[0.00,0.00,0.00]=3.88', '1495[0.00,4.00,0.00]=4.37', 'le_us=2807', 'est[3.54,1.38,0.35,53]']"
"['592F[4.00,0.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=2.60', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.42', 'le_us=3112', 'est[3.55,1.38,0.09,55]']"
"['592F[4.00,0.00,0.00]=1.63', '5B01[4.00,4.00,0.00]=2.57', 'CD37[0.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.44', 'le_us=2807', 'est[3.57,1.42,0.19,54]']"
"['592F[4.00,0.00,0.00]=1.66', '5B01[4.00,4.00,0.00]=2.55', 'CD37[0.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.37', 'le_us=2807', 'est[3.57,1.44,0.27,54]']"
"['592F[4.00,0.00,0.00]=1.67', '5B01[4.00,4.00,0.00]=2.58', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.25', 'le_us=3265', 'est[3.55,1.46,0.32,54]']"
"['592F[4.00,0.00,0.00]=1.80', '5B01[4.00,4.00,0.00]=2.49', 'CD37[0.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.35', 'le_us=2807', 'est[3.55,1.50,0.40,53]']"
"['592F[4.00,0.00,0.00]=1.77', '5B01[4.00,4.00,0.00]=2.50', 'CD37[0.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.26', 'le_us=2807', 'est[3.54,1.53,0.44,52]']"
"['592F[4.00,0.00,0.00]=2.27', '5B01[4.00,4.00,0.00]=2.47', 'CD37[0.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.24', 'le_us=2868', 'est[3.49,1.62,0.60,51]']"
"['592F[4.00,0.00,0.00]=2.54', '5B01[4.00,4.00,0.00]=2.43', 'CD37[0.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.27', 'le_us=2624', 'est[3.50,1.73,0.80,39]']"
"['592F[4.00,0.00,0.00]=2.26', '5B01[4.00,4.00,0.00]=2.42', 'CD37[0.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.23', 'le_us=2838', 'est[3.46,1.78,0.85,54]']"
"['592F[4.00,0.00,0.00]=1.95', '5B01[4.00,4.00,0.00]=2.42', 'CD37[0.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.24', 'le_us=2807', 'est[3.47,1.77,0.81,55]']"
"['592F[4.00,0.00,0.00]=2.28', '5B01[4.00,4.00,0.00]=2.36', 'CD37[0.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.06', 'le_us=2807', 'est[3.43,1.81,0.84,57]']"
"['592F[4.00,0.00,0.00]=2.33', '5B01[4.00,4.00,0.00]=2.32', 'CD37[0.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.19', 'le_us=2838', 'est[3.46,1.86,0.90,47]']"
"['592F[4.00,0.00,0.00]=2.32', '5B01[4.00,4.00,0.00]=2.25', 'CD37[0.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.20', 'le_us=2838', 'est[3.48,1.91,0.93,53]']"
"['592F[4.00,0.00,0.00]=2.70', '5B01[4.00,4.00,0.00]=2.28', 'CD37[0.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.08', 'le_us=2624', 'est[3.47,2.00,1.04,36]']"
"['592F[4.00,0.00,0.00]=2.72', '5B01[4.00,4.00,0.00]=2.27', 'CD37[0.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.13', 'le_us=2624', 'est[3.48,2.07,1.13,33]']"
"['5B01[4.00,4.00,0.00]=2.22', '592F[4.00,0.00,0.00]=2.71', '1495[0.00,4.00,0.00]=4.12', 'CD37[0.00,0.00,0.00]=4.05', 'le_us=2594', 'est[3.48,2.13,0.51,34]']"
"['5B01[4.00,4.00,0.00]=2.23', '592F[4.00,0.00,0.00]=2.75', '1495[0.00,4.00,0.00]=4.10', 'CD37[0.00,0.00,0.00]=4.03', 'le_us=2594', 'est[3.48,2.17,0.04,33]']"
"['5B01[4.00,4.00,0.00]=2.14', '592F[4.00,0.00,0.00]=2.76', '1495[0.00,4.00,0.00]=4.04', 'CD37[0.00,0.00,0.00]=3.97', 'le_us=2777', 'est[3.48,2.23,-0.29,36]']"
"['5B01[4.00,4.00,0.00]=2.12', '592F[4.00,0.00,0.00]=2.74', '1495[0.00,4.00,0.00]=4.08', 'CD37[0.00,0.00,0.00]=4.05', 'le_us=2563', 'est[3.49,2.26,-0.54,34]']"
"['5B01[4.00,4.00,0.00]=2.11', '592F[4.00,0.00,0.00]=2.81', '1495[0.00,4.00,0.00]=4.02', 'CD37[0.00,0.00,0.00]=4.05', 'le_us=2594', 'est[3.48,2.31,-0.73,35]']"
"['5B01[4.00,4.00,0.00]=2.13', '592F[4.00,0.00,0.00]=2.84', '1495[0.00,4.00,0.00]=4.07', 'CD37[0.00,0.00,0.00]=4.16', 'le_us=2563', 'est[3.49,2.34,-0.89,31]']"
"['5B01[4.00,4.00,0.00]=2.07', '592F[4.00,0.00,0.00]=2.92', '1495[0.00,4.00,0.00]=4.01', 'CD37[0.00,0.00,0.00]=4.05', 'le_us=2594', 'est[3.48,2.39,-1.01,31]']"
"['5B01[4.00,4.00,0.00]=1.99', '592F[4.00,0.00,0.00]=2.96', '1495[0.00,4.00,0.00]=4.05', 'CD37[0.00,0.00,0.00]=4.09', 'le_us=2685', 'est[3.36,2.44,-1.00,55]']"
"['5B01[4.00,4.00,0.00]=2.01', '592F[4.00,0.00,0.00]=2.63', '1495[0.00,4.00,0.00]=4.00', 'CD37[0.00,0.00,0.00]=4.09', 'le_us=2807', 'est[3.40,2.42,-1.01,47]']"
"['5B01[4.00,4.00,0.00]=1.97', '592F[4.00,0.00,0.00]=2.95', '1495[0.00,4.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.16', 'le_us=2624', 'est[3.41,2.47,-1.08,34]']"
"['5B01[4.00,4.00,0.00]=1.92', '592F[4.00,0.00,0.00]=2.99', '1495[0.00,4.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.20', 'le_us=2594', 'est[3.42,2.51,-1.13,32]']"
"['5B01[4.00,4.00,0.00]=1.92', '592F[4.00,0.00,0.00]=3.07', '1495[0.00,4.00,0.00]=3.90', 'CD37[0.00,0.00,0.00]=4.16', 'le_us=2594', 'est[3.43,2.57,-1.17,30]']"
"['5B01[4.00,4.00,0.00]=1.84', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.95', 'CD37[0.00,0.00,0.00]=4.14', 'le_us=2716', 'est[3.31,2.62,-1.10,56]']"
"['5B01[4.00,4.00,0.00]=1.83', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2624', 'est[3.35,2.67,-1.14,29]']"
"['5B01[4.00,4.00,0.00]=1.79', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.82', 'CD37[0.00,0.00,0.00]=4.22', 'le_us=2624', 'est[3.36,2.71,-1.16,31]']"
"['5B01[4.00,4.00,0.00]=1.73', '592F[4.00,0.00,0.00]=3.17', '1495[0.00,4.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.22', 'le_us=2624', 'est[3.40,2.75,-1.18,28]']"
"['5B01[4.00,4.00,0.00]=1.71', '592F[4.00,0.00,0.00]=3.20', '1495[0.00,4.00,0.00]=3.85', 'CD37[0.00,0.00,0.00]=4.22', 'le_us=2624', 'est[3.42,2.79,-1.19,28]']"
"['5B01[4.00,4.00,0.00]=1.67', '592F[4.00,0.00,0.00]=3.21', '1495[0.00,4.00,0.00]=3.83', 'CD37[0.00,0.00,0.00]=4.34', 'le_us=2624', 'est[3.44,2.83,-1.19,28]']"
"['5B01[4.00,4.00,0.00]=1.63', '592F[4.00,0.00,0.00]=3.27', '1495[0.00,4.00,0.00]=3.88', 'CD37[0.00,0.00,0.00]=4.24', 'le_us=2716', 'est[3.30,2.87,-1.07,54]']"
"['5B01[4.00,4.00,0.00]=1.64', '592F[4.00,0.00,0.00]=3.25', '1495[0.00,4.00,0.00]=3.85', 'CD37[0.00,0.00,0.00]=4.29', 'le_us=2655', 'est[3.36,2.90,-1.10,26]']"
