data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3051', 'est[0.85,0.44,-0.01,56]']"
"['592F[4.00,0.00,0.00]=0.60', 'CD37[0.00,0.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=3.63', '1495[0.00,4.00,0.00]=5.02', 'le_us=3234', 'est[3.60,0.40,-0.31,49]']"
"['592F[4.00,0.00,0.00]=0.69', '5B01[4.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=3.61', '1495[0.00,4.00,0.00]=5.12', 'le_us=3112', 'est[3.60,0.40,-0.13,49]']"
"['592F[4.00,0.00,0.00]=0.68', 'CD37[0.00,0.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=3.60', '1495[0.00,4.00,0.00]=5.51', 'le_us=4730', 'est[3.60,0.41,-0.18,52]']"
"['592F[4.00,0.00,0.00]=0.56', '5B01[4.00,4.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=3.61', '1495[0.00,4.00,0.00]=4.90', 'le_us=3295', 'est[3.63,0.45,-0.24,63]']"
"['592F[4.00,0.00,0.00]=0.59', '5B01[4.00,4.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=3.61', '1495[0.00,4.00,0.00]=5.09', 'le_us=2868', 'est[3.62,0.43,-0.15,61]']"
"['592F[4.00,0.00,0.00]=0.67', '5B01[4.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=3.61', '1495[0.00,4.00,0.00]=5.03', 'le_us=2838', 'est[3.61,0.42,-0.02,52]']"
"['592F[4.00,0.00,0.00]=0.60', '5B01[4.00,4.00,0.00]=3.67', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=4.97', 'le_us=2990', 'est[3.61,0.44,-0.10,58]']"
"['592F[4.00,0.00,0.00]=0.70', '5B01[4.00,4.00,0.00]=3.66', 'CD37[0.00,0.00,0.00]=3.58', '1495[0.00,4.00,0.00]=5.08', 'le_us=2868', 'est[3.60,0.42,0.01,53]']"
"['592F[4.00,0.00,0.00]=0.60', '5B01[4.00,4.00,0.00]=3.60', 'CD37[0.00,0.00,0.00]=3.56', '1495[0.00,4.00,0.00]=5.04', 'le_us=3631', 'est[3.60,0.40,0.12,45]']"
"['592F[4.00,0.00,0.00]=0.62', '5B01[4.00,4.00,0.00]=3.49', 'CD37[0.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.01', 'le_us=3753', 'est[3.61,0.42,0.20,50]']"
"['592F[4.00,0.00,0.00]=0.66', '5B01[4.00,4.00,0.00]=3.46', 'CD37[0.00,0.00,0.00]=3.64', '1495[0.00,4.00,0.00]=5.03', 'le_us=3326', 'est[3.64,0.43,0.07,63]']"
"['592F[4.00,0.00,0.00]=0.66', '5B01[4.00,4.00,0.00]=3.45', 'CD37[0.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.98', 'le_us=3875', 'est[3.64,0.45,-0.06,52]']"
"['592F[4.00,0.00,0.00]=0.71', '5B01[4.00,4.00,0.00]=3.45', 'CD37[0.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=5.00', 'le_us=3326', 'est[3.64,0.46,-0.11,61]']"
"['592F[4.00,0.00,0.00]=0.73', '5B01[4.00,4.00,0.00]=3.39', 'CD37[0.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=5.01', 'le_us=3540', 'est[3.64,0.49,0.04,53]']"
"['592F[4.00,0.00,0.00]=0.74', '5B01[4.00,4.00,0.00]=3.40', 'CD37[0.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.96', 'le_us=2807', 'est[3.64,0.52,0.07,60]']"
"['592F[4.00,0.00,0.00]=0.79', '5B01[4.00,4.00,0.00]=3.41', 'CD37[0.00,0.00,0.00]=3.67', '1495[0.00,4.00,0.00]=4.93', 'le_us=2777', 'est[3.63,0.55,0.13,60]']"
"['592F[4.00,0.00,0.00]=0.80', '5B01[4.00,4.00,0.00]=3.39', 'CD37[0.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.97', 'le_us=3112', 'est[3.62,0.57,0.16,60]']"
"['592F[4.00,0.00,0.00]=0.85', '5B01[4.00,4.00,0.00]=3.34', 'CD37[0.00,0.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.90', 'le_us=2807', 'est[3.62,0.60,0.19,59]']"
"['592F[4.00,0.00,0.00]=0.89', '5B01[4.00,4.00,0.00]=3.20', 'CD37[0.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.88', 'le_us=3570', 'est[3.63,0.64,0.27,60]']"
"['592F[4.00,0.00,0.00]=0.91', '5B01[4.00,4.00,0.00]=3.26', 'CD37[0.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.83', 'le_us=2838', 'est[3.62,0.67,0.27,58]']"
"['592F[4.00,0.00,0.00]=0.90', '5B01[4.00,4.00,0.00]=3.22', 'CD37[0.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=4.84', 'le_us=3570', 'est[3.64,0.67,0.05,54]']"
"['592F[4.00,0.00,0.00]=0.94', '5B01[4.00,4.00,0.00]=3.21', 'CD37[0.00,0.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.83', 'le_us=2838', 'est[3.64,0.71,0.10,58]']"
"['592F[4.00,0.00,0.00]=1.06', '5B01[4.00,4.00,0.00]=3.20', 'CD37[0.00,0.00,0.00]=3.65', '1495[0.00,4.00,0.00]=4.82', 'le_us=3051', 'est[3.62,0.74,0.18,57]']"
"['592F[4.00,0.00,0.00]=1.06', '5B01[4.00,4.00,0.00]=3.16', 'CD37[0.00,0.00,0.00]=3.68', '1495[0.00,4.00,0.00]=4.80', 'le_us=3051', 'est[3.61,0.78,0.22,57]']"
"['592F[4.00,0.00,0.00]=1.09', '5B01[4.00,4.00,0.00]=3.22', 'CD37[0.00,0.00,0.00]=3.66', '1495[0.00,4.00,0.00]=4.76', 'le_us=2838', 'est[3.59,0.80,0.28,57]']"
"['592F[4.00,0.00,0.00]=1.10', '5B01[4.00,4.00,0.00]=3.11', 'CD37[0.00,0.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.77', 'le_us=3143', 'est[3.60,0.81,0.07,59]']"
"['592F[4.00,0.00,0.00]=1.24', '5B01[4.00,4.00,0.00]=3.11', 'CD37[0.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.74', 'le_us=3082', 'est[3.59,0.86,0.19,56]']"
"['592F[4.00,0.00,0.00]=1.18', '5B01[4.00,4.00,0.00]=3.10', 'CD37[0.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=4.69', 'le_us=2807', 'est[3.58,0.89,0.26,56]']"
"['592F[4.00,0.00,0.00]=1.27', '5B01[4.00,4.00,0.00]=3.08', 'CD37[0.00,0.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.63', 'le_us=2807', 'est[3.56,0.92,0.35,56]']"
"['592F[4.00,0.00,0.00]=1.27', '5B01[4.00,4.00,0.00]=3.07', 'CD37[0.00,0.00,0.00]=3.72', '1495[0.00,4.00,0.00]=4.76', 'le_us=3112', 'est[3.57,0.94,0.41,57]']"
"['592F[4.00,0.00,0.00]=1.30', '5B01[4.00,4.00,0.00]=3.05', 'CD37[0.00,0.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.60', 'le_us=2838', 'est[3.55,0.97,0.46,55]']"
"['592F[4.00,0.00,0.00]=1.31', '5B01[4.00,4.00,0.00]=3.04', 'CD37[0.00,0.00,0.00]=3.78', '1495[0.00,4.00,0.00]=4.56', 'le_us=2868', 'est[3.56,0.99,0.51,56]']"
"['592F[4.00,0.00,0.00]=1.36', '5B01[4.00,4.00,0.00]=2.99', 'CD37[0.00,0.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.69', 'le_us=3082', 'est[3.56,1.02,0.54,56]']"
"['592F[4.00,0.00,0.00]=1.33', '5B01[4.00,4.00,0.00]=2.95', 'CD37[0.00,0.00,0.00]=3.77', '1495[0.00,4.00,0.00]=4.59', 'le_us=2838', 'est[3.56,1.05,0.54,55]']"
"['592F[4.00,0.00,0.00]=1.35', '5B01[4.00,4.00,0.00]=2.93', 'CD37[0.00,0.00,0.00]=3.74', '1495[0.00,4.00,0.00]=4.58', 'le_us=2838', 'est[3.55,1.08,0.53,55]']"
"['592F[4.00,0.00,0.00]=1.37', '5B01[4.00,4.00,0.00]=2.94', 'CD37[0.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=4.60', 'le_us=2807', 'est[3.56,1.10,0.55,56]']"
"['592F[4.00,0.00,0.00]=1.40', '5B01[4.00,4.00,0.00]=2.90', 'CD37[0.00,0.00,0.00]=3.79', '1495[0.00,4.00,0.00]=4.56', 'le_us=2807', 'est[3.55,1.12,0.56,55]']"
"['592F[4.00,0.00,0.00]=1.43', '5B01[4.00,4.00,0.00]=2.88', 'CD37[0.00,0.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.53', 'le_us=2838', 'est[3.55,1.14,0.57,55]']"
"['592F[4.00,0.00,0.00]=1.41', '5B01[4.00,4.00,0.00]=2.83', 'CD37[0.00,0.00,0.00]=3.84', '1495[0.00,4.00,0.00]=4.44', 'le_us=3021', 'est[3.56,1.17,0.56,55]']"
"['592F[4.00,0.00,0.00]=1.47', '5B01[4.00,4.00,0.00]=2.87', 'CD37[0.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.55', 'le_us=2807', 'est[3.56,1.19,0.58,55]']"
"['592F[4.00,0.00,0.00]=1.51', '5B01[4.00,4.00,0.00]=2.79', 'CD37[0.00,0.00,0.00]=3.85', '1495[0.00,4.00,0.00]=4.54', 'le_us=2777', 'est[3.57,1.22,0.59,55]']"
"['592F[4.00,0.00,0.00]=1.48', '5B01[4.00,4.00,0.00]=2.75', 'CD37[0.00,0.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.51', 'le_us=2807', 'est[3.57,1.25,0.56,54]']"
"['592F[4.00,0.00,0.00]=1.54', '5B01[4.00,4.00,0.00]=2.78', 'CD37[0.00,0.00,0.00]=3.76', '1495[0.00,4.00,0.00]=4.47', 'le_us=2807', 'est[3.55,1.27,0.56,53]']"
"['592F[4.00,0.00,0.00]=1.60', '5B01[4.00,4.00,0.00]=2.73', 'CD37[0.00,0.00,0.00]=3.81', '1495[0.00,4.00,0.00]=4.45', 'le_us=2807', 'est[3.55,1.30,0.57,53]']"
"['592F[4.00,0.00,0.00]=1.59', '5B01[4.00,4.00,0.00]=2.72', 'CD37[0.00,0.00,0.00]=3.83', '1495[0.00,4.00,0.00]=4.43', 'le_us=2838', 'est[3.54,1.32,0.58,53]']"
"['592F[4.00,0.00,0.00]=1.64', '5B01[4.00,4.00,0.00]=2.64', 'CD37[0.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=4.38', 'le_us=2807', 'est[3.53,1.36,0.57,52]']"
"['592F[4.00,0.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=2.71', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.42', 'le_us=2807', 'est[3.53,1.37,0.59,54]']"
"['592F[4.00,0.00,0.00]=1.70', '5B01[4.00,4.00,0.00]=2.63', 'CD37[0.00,0.00,0.00]=3.86', '1495[0.00,4.00,0.00]=4.37', 'le_us=2807', 'est[3.53,1.40,0.60,53]']"
"['592F[4.00,0.00,0.00]=1.72', '5B01[4.00,4.00,0.00]=2.63', 'CD37[0.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.26', 'le_us=3021', 'est[3.54,1.43,0.63,54]']"
"['592F[4.00,0.00,0.00]=1.69', '5B01[4.00,4.00,0.00]=2.61', 'CD37[0.00,0.00,0.00]=3.92', '1495[0.00,4.00,0.00]=4.33', 'le_us=2807', 'est[3.53,1.45,0.63,53]']"
"['592F[4.00,0.00,0.00]=1.73', '5B01[4.00,4.00,0.00]=2.56', 'CD37[0.00,0.00,0.00]=3.89', '1495[0.00,4.00,0.00]=4.30', 'le_us=2838', 'est[3.53,1.47,0.62,52]']"
"['592F[4.00,0.00,0.00]=1.85', '5B01[4.00,4.00,0.00]=2.53', 'CD37[0.00,0.00,0.00]=3.91', '1495[0.00,4.00,0.00]=4.29', 'le_us=2807', 'est[3.52,1.51,0.64,52]']"
"['592F[4.00,0.00,0.00]=1.86', '5B01[4.00,4.00,0.00]=2.47', 'CD37[0.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.29', 'le_us=2807', 'est[3.52,1.55,0.65,52]']"
"['592F[4.00,0.00,0.00]=1.92', '5B01[4.00,4.00,0.00]=2.51', 'CD37[0.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.23', 'le_us=2807', 'est[3.51,1.58,0.68,52]']"
"['592F[4.00,0.00,0.00]=1.90', '5B01[4.00,4.00,0.00]=2.44', 'CD37[0.00,0.00,0.00]=3.90', '1495[0.00,4.00,0.00]=4.21', 'le_us=2807', 'est[3.49,1.61,0.67,56]']"
"['592F[4.00,0.00,0.00]=2.30', '5B01[4.00,4.00,0.00]=2.43', 'CD37[0.00,0.00,0.00]=3.89', '1495[0.00,4.00,0.00]=4.21', 'le_us=2899', 'est[3.43,1.69,0.75,58]']"
"['592F[4.00,0.00,0.00]=2.54', '5B01[4.00,4.00,0.00]=2.42', 'CD37[0.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.14', 'le_us=2807', 'est[3.43,1.79,0.90,39]']"
"['592F[4.00,0.00,0.00]=2.59', '5B01[4.00,4.00,0.00]=2.37', 'CD37[0.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.17', 'le_us=2807', 'est[3.44,1.87,1.01,36]']"
"['592F[4.00,0.00,0.00]=2.55', '5B01[4.00,4.00,0.00]=2.34', 'CD37[0.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.22', 'le_us=2624', 'est[3.46,1.94,1.09,36]']"
"['592F[4.00,0.00,0.00]=2.62', '5B01[4.00,4.00,0.00]=2.30', 'CD37[0.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.12', 'le_us=2746', 'est[3.46,2.00,1.15,37]']"
"['5B01[4.00,4.00,0.00]=2.29', '592F[4.00,0.00,0.00]=2.63', '1495[0.00,4.00,0.00]=4.16', 'CD37[0.00,0.00,0.00]=4.00', 'le_us=2594', 'est[3.47,2.05,0.53,35]']"
"['5B01[4.00,4.00,0.00]=2.30', '592F[4.00,0.00,0.00]=2.66', '1495[0.00,4.00,0.00]=4.14', 'CD37[0.00,0.00,0.00]=4.03', 'le_us=2594', 'est[3.48,2.10,0.06,35]']"
"['5B01[4.00,4.00,0.00]=2.24', '592F[4.00,0.00,0.00]=2.70', '1495[0.00,4.00,0.00]=4.09', 'CD37[0.00,0.00,0.00]=4.01', 'le_us=2624', 'est[3.47,2.14,-0.29,35]']"
"['5B01[4.00,4.00,0.00]=2.23', '592F[4.00,0.00,0.00]=2.72', '1495[0.00,4.00,0.00]=4.12', 'CD37[0.00,0.00,0.00]=4.01', 'le_us=2624', 'est[3.48,2.18,-0.56,34]']"
"['5B01[4.00,4.00,0.00]=2.19', '592F[4.00,0.00,0.00]=2.74', '1495[0.00,4.00,0.00]=4.06', 'CD37[0.00,0.00,0.00]=4.06', 'le_us=2594', 'est[3.48,2.22,-0.75,36]']"
"['5B01[4.00,4.00,0.00]=2.15', '592F[4.00,0.00,0.00]=2.75', '1495[0.00,4.00,0.00]=4.05', 'CD37[0.00,0.00,0.00]=4.09', 'le_us=2594', 'est[3.48,2.26,-0.89,35]']"
"['5B01[4.00,4.00,0.00]=2.12', '592F[4.00,0.00,0.00]=2.78', '1495[0.00,4.00,0.00]=3.99', 'CD37[0.00,0.00,0.00]=4.06', 'le_us=2563', 'est[3.46,2.30,-0.98,37]']"
"['5B01[4.00,4.00,0.00]=2.10', '592F[4.00,0.00,0.00]=2.83', '1495[0.00,4.00,0.00]=4.01', 'CD37[0.00,0.00,0.00]=4.04', 'le_us=2594', 'est[3.46,2.33,-1.06,34]']"
"['5B01[4.00,4.00,0.00]=2.04', '592F[4.00,0.00,0.00]=2.87', '1495[0.00,4.00,0.00]=3.97', 'CD37[0.00,0.00,0.00]=4.10', 'le_us=2594', 'est[3.46,2.38,-1.12,35]']"
"['5B01[4.00,4.00,0.00]=2.00', '592F[4.00,0.00,0.00]=2.88', '1495[0.00,4.00,0.00]=4.05', 'CD37[0.00,0.00,0.00]=4.10', 'le_us=2594', 'est[3.48,2.42,-1.16,31]']"
"['5B01[4.00,4.00,0.00]=1.99', '592F[4.00,0.00,0.00]=2.89', '1495[0.00,4.00,0.00]=4.00', 'CD37[0.00,0.00,0.00]=4.11', 'le_us=2594', 'est[3.49,2.45,-1.19,33]']"
"['5B01[4.00,4.00,0.00]=2.00', '592F[4.00,0.00,0.00]=2.98', '1495[0.00,4.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.11', 'le_us=2685', 'est[3.47,2.49,-1.22,32]']"
"['5B01[4.00,4.00,0.00]=1.96', '592F[4.00,0.00,0.00]=2.97', '1495[0.00,4.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.19', 'le_us=2594', 'est[3.46,2.52,-1.23,33]']"
"['5B01[4.00,4.00,0.00]=1.94', '592F[4.00,0.00,0.00]=2.99', '1495[0.00,4.00,0.00]=3.93', 'CD37[0.00,0.00,0.00]=4.18', 'le_us=2655', 'est[3.46,2.55,-1.25,32]']"
"['5B01[4.00,4.00,0.00]=1.95', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.92', 'CD37[0.00,0.00,0.00]=4.20', 'le_us=2624', 'est[3.46,2.59,-1.27,30]']"
"['5B01[4.00,4.00,0.00]=1.83', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.90', 'CD37[0.00,0.00,0.00]=4.26', 'le_us=2624', 'est[3.46,2.63,-1.26,31]']"
"['5B01[4.00,4.00,0.00]=1.82', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.88', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2624', 'est[3.47,2.67,-1.26,30]']"
"['5B01[4.00,4.00,0.00]=1.79', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.23', 'le_us=2624', 'est[3.47,2.71,-1.25,29]']"
"['5B01[4.00,4.00,0.00]=1.77', '592F[4.00,0.00,0.00]=3.19', '1495[0.00,4.00,0.00]=3.88', 'CD37[0.00,0.00,0.00]=4.21', 'le_us=2624', 'est[3.47,2.75,-1.26,27]']"
"['5B01[4.00,4.00,0.00]=1.65', '592F[4.00,0.00,0.00]=3.21', '1495[0.00,4.00,0.00]=3.82', 'CD37[0.00,0.00,0.00]=4.28', 'le_us=2624', 'est[3.47,2.80,-1.24,28]']"
"['5B01[4.00,4.00,0.00]=1.64', '592F[4.00,0.00,0.00]=3.20', '1495[0.00,4.00,0.00]=3.85', 'CD37[0.00,0.00,0.00]=4.26', 'le_us=2807', 'est[3.49,2.84,-1.22,29]']"
"['5B01[4.00,4.00,0.00]=1.62', '592F[4.00,0.00,0.00]=3.23', '1495[0.00,4.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.34', 'le_us=2624', 'est[3.48,2.87,-1.20,28]']"
"['5B01[4.00,4.00,0.00]=1.55', '592F[4.00,0.00,0.00]=3.28', '1495[0.00,4.00,0.00]=3.79', 'CD37[0.00,0.00,0.00]=4.32', 'le_us=2624', 'est[3.49,2.91,-1.18,27]']"
"['5B01[4.00,4.00,0.00]=1.52', '592F[4.00,0.00,0.00]=3.32', '1495[0.00,4.00,0.00]=3.74', 'CD37[0.00,0.00,0.00]=4.30', 'le_us=2746', 'est[3.48,2.96,-1.15,27]']"
"['5B01[4.00,4.00,0.00]=1.51', '592F[4.00,0.00,0.00]=3.40', '1495[0.00,4.00,0.00]=3.81', 'CD37[0.00,0.00,0.00]=4.38', 'le_us=2777', 'est[3.49,3.01,-1.16,23]']"
"['5B01[4.00,4.00,0.00]=1.47', '592F[4.00,0.00,0.00]=3.44', '1495[0.00,4.00,0.00]=3.82', 'CD37[0.00,0.00,0.00]=4.40', 'le_us=2685', 'est[3.36,3.06,-1.03,48]']"
"['5B01[4.00,4.00,0.00]=1.47', '592F[4.00,0.00,0.00]=3.39', '1495[0.00,4.00,0.00]=3.79', 'CD37[0.00,0.00,0.00]=4.33', 'le_us=2716', 'est[3.25,3.08,-0.90,53]']"
"['5B01[4.00,4.00,0.00]=1.47', '592F[4.00,0.00,0.00]=3.49', '1495[0.00,4.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.39', 'le_us=2716', 'est[3.16,3.13,-0.83,50]']"
"['5B01[4.00,4.00,0.00]=1.50', '592F[4.00,0.00,0.00]=3.47', '1495[0.00,4.00,0.00]=3.80', 'CD37[0.00,0.00,0.00]=4.49', 'le_us=2594', 'est[3.25,3.15,-0.92,20]']"
"['5B01[4.00,4.00,0.00]=1.43', '592F[4.00,0.00,0.00]=3.51', '1495[0.00,4.00,0.00]=3.71', 'CD37[0.00,0.00,0.00]=4.46', 'le_us=2594', 'est[3.30,3.18,-0.97,22]']"
"['5B01[4.00,4.00,0.00]=1.50', '592F[4.00,0.00,0.00]=3.53', '1495[0.00,4.00,0.00]=3.72', 'CD37[0.00,0.00,0.00]=4.50', 'le_us=2594', 'est[3.34,3.21,-1.02,21]']"
"['5B01[4.00,4.00,0.00]=1.44', '592F[4.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=3.83', 'CD37[0.00,0.00,0.00]=4.45', 'le_us=2471', 'est[3.22,3.25,-0.92,52]']"
"['5B01[4.00,4.00,0.00]=1.46', '1495[0.00,4.00,0.00]=3.72', '592F[4.00,0.00,0.00]=3.58', 'CD37[0.00,0.00,0.00]=4.57', 'le_us=2594', 'est[3.28,3.27,-0.39,19]']"
"['5B01[4.00,4.00,0.00]=1.44', '592F[4.00,0.00,0.00]=3.62', '1495[0.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=4.56', 'le_us=2594', 'est[3.31,3.30,-0.58,21]']"
"['5B01[4.00,4.00,0.00]=1.43', '592F[4.00,0.00,0.00]=3.69', '1495[0.00,4.00,0.00]=3.77', 'CD37[0.00,0.00,0.00]=4.54', 'le_us=2532', 'est[3.20,3.33,-0.61,54]']"
"['5B01[4.00,4.00,0.00]=1.39', '1495[0.00,4.00,0.00]=3.71', '592F[4.00,0.00,0.00]=3.69', 'CD37[0.00,0.00,0.00]=4.57', 'le_us=2563', 'est[3.27,3.37,-0.16,16]']"
"['5B01[4.00,4.00,0.00]=1.32', '1495[0.00,4.00,0.00]=3.69', '592F[4.00,0.00,0.00]=3.72', 'CD37[0.00,0.00,0.00]=4.48', 'le_us=2502', 'est[3.32,3.23,-0.07,53]']"
"['5B01[4.00,4.00,0.00]=1.32', '592F[4.00,0.00,0.00]=3.76', '1495[0.00,4.00,0.00]=3.70', 'CD37[0.00,0.00,0.00]=4.61', 'le_us=2594', 'est[3.37,3.31,-0.33,15]']"
"['5B01[4.00,4.00,0.00]=1.29', '592F[4.00,0.00,0.00]=3.76', '1495[0.00,4.00,0.00]=3.71', 'CD37[0.00,0.00,0.00]=4.65', 'le_us=2563', 'est[3.40,3.37,-0.53,14]']"
"['5B01[4.00,4.00,0.00]=1.27', '592F[4.00,0.00,0.00]=3.72', '1495[0.00,4.00,0.00]=3.75', 'CD37[0.00,0.00,0.00]=4.66', 'le_us=2532', 'est[3.44,3.41,-0.67,14]']"
"['5B01[4.00,4.00,0.00]=1.21', '592F[4.00,0.00,0.00]=3.82', '1495[0.00,4.00,0.00]=3.69', 'CD37[0.00,0.00,0.00]=4.67', 'le_us=2563', 'est[3.46,3.31,-0.37,56]']"
"['5B01[4.00,4.00,0.00]=1.19', '592F[4.00,0.00,0.00]=3.87', '1495[0.00,4.00,0.00]=3.65', 'CD37[0.00,0.00,0.00]=4.72', 'le_us=2594', 'est[3.47,3.41,-0.53,14]']"
"['5B01[4.00,4.00,0.00]=1.14', '592F[4.00,0.00,0.00]=3.89', '1495[0.00,4.00,0.00]=3.61', 'CD37[0.00,0.00,0.00]=4.70', 'le_us=2746', 'est[3.47,3.49,-0.64,19]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.68', '592F[4.00,0.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.64', 'le_us=2716', 'est[3.31,3.56,-0.55,59]']"
"['5B01[4.00,4.00,0.00]=1.13', '1495[0.00,4.00,0.00]=3.69', '592F[4.00,0.00,0.00]=3.53', 'CD37[0.00,0.00,0.00]=4.67', 'le_us=2624', 'est[3.37,3.52,-0.20,27]']"
"['5B01[4.00,4.00,0.00]=1.19', '1495[0.00,4.00,0.00]=3.69', '592F[4.00,0.00,0.00]=3.88', 'CD37[0.00,0.00,0.00]=4.71', 'le_us=2532', 'est[3.41,3.41,-0.01,56]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.60', '592F[4.00,0.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.70', 'le_us=2594', 'est[3.42,3.48,0.24,20]']"
"['5B01[4.00,4.00,0.00]=1.18', '1495[0.00,4.00,0.00]=3.66', '592F[4.00,0.00,0.00]=3.90', 'CD37[0.00,0.00,0.00]=4.67', 'le_us=2746', 'est[3.27,3.56,0.05,59]']"
"['5B01[4.00,4.00,0.00]=1.19', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.87', 'CD37[0.00,0.00,0.00]=4.73', 'le_us=2563', 'est[3.33,3.60,0.30,15]']"
"['5B01[4.00,4.00,0.00]=1.20', '1495[0.00,4.00,0.00]=3.63', '592F[4.00,0.00,0.00]=3.89', 'CD37[0.00,0.00,0.00]=4.68', 'le_us=2563', 'est[3.36,3.63,0.48,16]']"
"['5B01[4.00,4.00,0.00]=1.19', '1495[0.00,4.00,0.00]=3.66', '592F[4.00,0.00,0.00]=3.91', 'CD37[0.00,0.00,0.00]=4.71', 'le_us=2532', 'est[3.39,3.50,0.51,56]']"
"['5B01[4.00,4.00,0.00]=1.28', '1495[0.00,4.00,0.00]=3.65', '592F[4.00,0.00,0.00]=3.89', 'CD37[0.00,0.00,0.00]=4.70', 'le_us=2624', 'est[3.41,3.54,0.66,12]']"
"['5B01[4.00,4.00,0.00]=1.15', '1495[0.00,4.00,0.00]=3.66', '592F[4.00,0.00,0.00]=3.94', 'CD37[0.00,0.00,0.00]=4.62', 'le_us=2899', 'est[3.25,3.64,0.36,61]']"
"['5B01[4.00,4.00,0.00]=1.18', '1495[0.00,4.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.86', 'CD37[0.00,0.00,0.00]=4.73', 'le_us=2563', 'est[3.31,3.65,0.52,15]']"
"['5B01[4.00,4.00,0.00]=1.12', '1495[0.00,4.00,0.00]=3.68', '592F[4.00,0.00,0.00]=3.50', 'CD37[0.00,0.00,0.00]=4.64', 'le_us=2594', 'est[3.37,3.58,0.60,31]']"
