data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.03', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.81', 'le_us=4241', 'est[0.87,0.39,0.16,57]']"
"['5B01[4.00,4.00,0.00]=1.45', '592F[4.00,0.00,0.00]=3.26', '1495[0.00,4.00,0.00]=3.17', 'CD37[0.00,0.00,0.00]=4.22', 'le_us=2838', 'est[3.05,3.03,-0.21,54]']"
"['5B01[4.00,4.00,0.00]=1.43', '592F[4.00,0.00,0.00]=3.18', '1495[0.00,4.00,0.00]=3.11', 'CD37[0.00,0.00,0.00]=4.30', 'le_us=3295', 'est[3.04,3.04,-0.32,52]']"
"['5B01[4.00,4.00,0.00]=1.40', '1495[0.00,4.00,0.00]=3.14', '592F[4.00,0.00,0.00]=3.23', 'CD37[0.00,0.00,0.00]=4.26', 'le_us=3234', 'est[3.02,3.04,-0.19,57]']"
"['5B01[4.00,4.00,0.00]=1.43', '1495[0.00,4.00,0.00]=3.13', '592F[4.00,0.00,0.00]=3.28', 'CD37[0.00,0.00,0.00]=4.22', 'le_us=3265', 'est[3.02,3.04,0.02,52]']"
"['5B01[4.00,4.00,0.00]=1.47', '1495[0.00,4.00,0.00]=3.14', '592F[4.00,0.00,0.00]=3.23', 'CD37[0.00,0.00,0.00]=4.20', 'le_us=2838', 'est[3.01,3.04,0.11,57]']"
"['5B01[4.00,4.00,0.00]=1.53', '1495[0.00,4.00,0.00]=3.11', '592F[4.00,0.00,0.00]=3.27', 'CD37[0.00,0.00,0.00]=4.14', 'le_us=3051', 'est[2.96,3.05,-0.08,55]']"
"['5B01[4.00,4.00,0.00]=1.57', '1495[0.00,4.00,0.00]=3.08', '592F[4.00,0.00,0.00]=3.29', 'CD37[0.00,0.00,0.00]=4.11', 'le_us=2838', 'est[2.94,3.05,0.08,57]']"
"['5B01[4.00,4.00,0.00]=1.60', '1495[0.00,4.00,0.00]=3.05', '592F[4.00,0.00,0.00]=3.32', 'CD37[0.00,0.00,0.00]=4.18', 'le_us=2777', 'est[2.92,3.05,0.20,57]']"
"['5B01[4.00,4.00,0.00]=1.59', '1495[0.00,4.00,0.00]=3.02', '592F[4.00,0.00,0.00]=3.27', 'CD37[0.00,0.00,0.00]=4.16', 'le_us=2777', 'est[2.89,3.04,0.26,61]']"
"['5B01[4.00,4.00,0.00]=1.62', '1495[0.00,4.00,0.00]=2.96', '592F[4.00,0.00,0.00]=3.34', 'CD37[0.00,0.00,0.00]=4.09', 'le_us=2868', 'est[2.86,3.05,0.31,61]']"
"['5B01[4.00,4.00,0.00]=1.65', '1495[0.00,4.00,0.00]=2.97', '592F[4.00,0.00,0.00]=3.31', 'CD37[0.00,0.00,0.00]=4.09', 'le_us=2777', 'est[2.84,3.04,0.36,61]']"
"['5B01[4.00,4.00,0.00]=1.68', '1495[0.00,4.00,0.00]=2.98', '592F[4.00,0.00,0.00]=3.37', 'CD37[0.00,0.00,0.00]=4.12', 'le_us=2777', 'est[2.82,3.05,0.43,58]']"
"['5B01[4.00,4.00,0.00]=1.69', '1495[0.00,4.00,0.00]=2.94', '592F[4.00,0.00,0.00]=3.37', 'CD37[0.00,0.00,0.00]=4.06', 'le_us=2868', 'est[2.79,3.05,0.47,60]']"
"['5B01[4.00,4.00,0.00]=1.78', '1495[0.00,4.00,0.00]=2.91', '592F[4.00,0.00,0.00]=3.33', 'CD37[0.00,0.00,0.00]=3.98', 'le_us=2838', 'est[2.76,3.04,0.50,64]']"
"['5B01[4.00,4.00,0.00]=1.73', '1495[0.00,4.00,0.00]=2.85', '592F[4.00,0.00,0.00]=3.43', 'CD37[0.00,0.00,0.00]=4.01', 'le_us=2838', 'est[2.73,3.05,0.52,62]']"
"['5B01[4.00,4.00,0.00]=1.79', '1495[0.00,4.00,0.00]=2.85', '592F[4.00,0.00,0.00]=3.34', 'CD37[0.00,0.00,0.00]=3.99', 'le_us=2746', 'est[2.70,3.04,0.52,66]']"
"['5B01[4.00,4.00,0.00]=1.84', '1495[0.00,4.00,0.00]=2.82', '592F[4.00,0.00,0.00]=3.40', 'CD37[0.00,0.00,0.00]=3.96', 'le_us=2777', 'est[2.67,3.03,0.54,65]']"
"['5B01[4.00,4.00,0.00]=1.83', '1495[0.00,4.00,0.00]=2.81', '592F[4.00,0.00,0.00]=3.44', 'CD37[0.00,0.00,0.00]=3.93', 'le_us=2868', 'est[2.64,3.04,0.57,63]']"
"['5B01[4.00,4.00,0.00]=1.87', '1495[0.00,4.00,0.00]=2.81', '592F[4.00,0.00,0.00]=3.47', 'CD37[0.00,0.00,0.00]=3.99', 'le_us=2777', 'est[2.62,3.05,0.61,62]']"
"['5B01[4.00,4.00,0.00]=1.91', '1495[0.00,4.00,0.00]=2.77', '592F[4.00,0.00,0.00]=3.54', 'CD37[0.00,0.00,0.00]=3.92', 'le_us=2868', 'est[2.59,3.06,0.65,60]']"
"['5B01[4.00,4.00,0.00]=1.95', '1495[0.00,4.00,0.00]=2.73', '592F[4.00,0.00,0.00]=3.42', 'CD37[0.00,0.00,0.00]=3.97', 'le_us=2777', 'est[2.56,3.04,0.64,68]']"
"['5B01[4.00,4.00,0.00]=1.93', '1495[0.00,4.00,0.00]=2.72', '592F[4.00,0.00,0.00]=3.41', 'CD37[0.00,0.00,0.00]=3.92', 'le_us=2777', 'est[2.53,3.03,0.62,70]']"
"['5B01[4.00,4.00,0.00]=1.93', '1495[0.00,4.00,0.00]=2.71', '592F[4.00,0.00,0.00]=3.50', 'CD37[0.00,0.00,0.00]=3.87', 'le_us=2838', 'est[2.51,3.04,0.64,65]']"
"['5B01[4.00,4.00,0.00]=1.99', '1495[0.00,4.00,0.00]=2.67', '592F[4.00,0.00,0.00]=3.40', 'CD37[0.00,0.00,0.00]=3.85', 'le_us=2777', 'est[2.48,3.02,0.61,73]']"
"['5B01[4.00,4.00,0.00]=2.02', '1495[0.00,4.00,0.00]=2.63', '592F[4.00,0.00,0.00]=3.47', 'CD37[0.00,0.00,0.00]=3.88', 'le_us=2807', 'est[2.45,3.01,0.61,71]']"
"['5B01[4.00,4.00,0.00]=2.07', '1495[0.00,4.00,0.00]=2.64', '592F[4.00,0.00,0.00]=3.46', 'CD37[0.00,0.00,0.00]=3.84', 'le_us=2777', 'est[2.42,3.00,0.62,71]']"
"['5B01[4.00,4.00,0.00]=2.06', '1495[0.00,4.00,0.00]=2.61', '592F[4.00,0.00,0.00]=3.46', 'CD37[0.00,0.00,0.00]=3.76', 'le_us=2777', 'est[2.40,2.99,0.62,72]']"
"['5B01[4.00,4.00,0.00]=2.10', '1495[0.00,4.00,0.00]=2.56', '592F[4.00,0.00,0.00]=3.51', 'CD37[0.00,0.00,0.00]=3.82', 'le_us=2807', 'est[2.36,2.99,0.62,73]']"
"['5B01[4.00,4.00,0.00]=2.12', '1495[0.00,4.00,0.00]=2.52', '592F[4.00,0.00,0.00]=3.51', 'CD37[0.00,0.00,0.00]=3.79', 'le_us=2777', 'est[2.33,2.99,0.60,75]']"
"['5B01[4.00,4.00,0.00]=2.16', '1495[0.00,4.00,0.00]=2.53', '592F[4.00,0.00,0.00]=3.52', 'CD37[0.00,0.00,0.00]=3.68', 'le_us=2868', 'est[2.30,2.98,0.61,74]']"
"['5B01[4.00,4.00,0.00]=2.19', '1495[0.00,4.00,0.00]=2.54', '592F[4.00,0.00,0.00]=3.47', 'CD37[0.00,0.00,0.00]=3.74', 'le_us=2777', 'est[2.28,2.96,0.61,76]']"
"['5B01[4.00,4.00,0.00]=2.22', '1495[0.00,4.00,0.00]=2.50', '592F[4.00,0.00,0.00]=3.54', 'CD37[0.00,0.00,0.00]=3.73', 'le_us=2807', 'est[2.25,2.96,0.63,75]']"
"['5B01[4.00,4.00,0.00]=2.22', '1495[0.00,4.00,0.00]=2.48', '592F[4.00,0.00,0.00]=3.50', 'CD37[0.00,0.00,0.00]=3.70', 'le_us=2807', 'est[2.23,2.95,0.61,78]']"
"['5B01[4.00,4.00,0.00]=2.25', '1495[0.00,4.00,0.00]=2.43', '592F[4.00,0.00,0.00]=3.51', 'CD37[0.00,0.00,0.00]=3.67', 'le_us=2807', 'est[2.20,2.94,0.59,80]']"
"['5B01[4.00,4.00,0.00]=2.23', '1495[0.00,4.00,0.00]=2.41', '592F[4.00,0.00,0.00]=3.53', 'CD37[0.00,0.00,0.00]=3.66', 'le_us=2807', 'est[2.17,2.94,0.57,80]']"
"['5B01[4.00,4.00,0.00]=2.29', '1495[0.00,4.00,0.00]=2.38', '592F[4.00,0.00,0.00]=3.56', 'CD37[0.00,0.00,0.00]=3.60', 'le_us=2777', 'est[2.14,2.94,0.57,80]']"
"['5B01[4.00,4.00,0.00]=2.32', '1495[0.00,4.00,0.00]=2.32', '592F[4.00,0.00,0.00]=3.59', 'CD37[0.00,0.00,0.00]=3.64', 'le_us=2777', 'est[2.11,2.94,0.55,82]']"
"['5B01[4.00,4.00,0.00]=2.31', '1495[0.00,4.00,0.00]=2.33', '592F[4.00,0.00,0.00]=3.62', 'CD37[0.00,0.00,0.00]=3.67', 'le_us=2838', 'est[2.08,2.95,0.55,79]']"
"['5B01[4.00,4.00,0.00]=2.36', '1495[0.00,4.00,0.00]=2.30', '592F[4.00,0.00,0.00]=3.64', 'CD37[0.00,0.00,0.00]=3.60', 'le_us=2960', 'est[2.05,2.95,0.56,79]']"
"['5B01[4.00,4.00,0.00]=2.38', '1495[0.00,4.00,0.00]=2.29', '592F[4.00,0.00,0.00]=3.71', 'CD37[0.00,0.00,0.00]=3.62', 'le_us=2807', 'est[2.03,2.96,0.58,76]']"
"['5B01[4.00,4.00,0.00]=2.40', '1495[0.00,4.00,0.00]=2.24', '592F[4.00,0.00,0.00]=3.72', 'CD37[0.00,0.00,0.00]=3.58', 'le_us=2777', 'est[2.00,2.96,0.58,77]']"
"['1495[0.00,4.00,0.00]=2.24', '5B01[4.00,4.00,0.00]=2.45', 'CD37[0.00,0.00,0.00]=3.60', '592F[4.00,0.00,0.00]=3.68', 'le_us=2807', 'est[1.97,2.97,0.26,73]']"
"['1495[0.00,4.00,0.00]=2.21', '5B01[4.00,4.00,0.00]=2.39', 'CD37[0.00,0.00,0.00]=3.60', '592F[4.00,0.00,0.00]=3.75', 'le_us=2777', 'est[1.95,2.98,0.06,77]']"
"['1495[0.00,4.00,0.00]=2.20', '5B01[4.00,4.00,0.00]=2.45', 'CD37[0.00,0.00,0.00]=3.57', '592F[4.00,0.00,0.00]=3.68', 'le_us=2838', 'est[1.93,2.98,-0.11,76]']"
"['1495[0.00,4.00,0.00]=2.17', '5B01[4.00,4.00,0.00]=2.49', 'CD37[0.00,0.00,0.00]=3.58', '592F[4.00,0.00,0.00]=3.77', 'le_us=2807', 'est[1.90,2.99,-0.25,72]']"
"['1495[0.00,4.00,0.00]=2.13', '5B01[4.00,4.00,0.00]=2.54', 'CD37[0.00,0.00,0.00]=3.54', '592F[4.00,0.00,0.00]=3.73', 'le_us=2777', 'est[1.86,3.00,-0.35,72]']"
"['1495[0.00,4.00,0.00]=2.05', '5B01[4.00,4.00,0.00]=2.57', 'CD37[0.00,0.00,0.00]=3.64', '592F[4.00,0.00,0.00]=3.77', 'le_us=3021', 'est[1.82,3.03,-0.45,65]']"
"['1495[0.00,4.00,0.00]=2.05', '5B01[4.00,4.00,0.00]=2.60', 'CD37[0.00,0.00,0.00]=3.56', '592F[4.00,0.00,0.00]=3.79', 'le_us=2838', 'est[1.79,3.04,-0.51,68]']"
"['1495[0.00,4.00,0.00]=2.01', '5B01[4.00,4.00,0.00]=2.62', 'CD37[0.00,0.00,0.00]=3.57', '592F[4.00,0.00,0.00]=3.82', 'le_us=2868', 'est[1.75,3.05,-0.56,66]']"
"['1495[0.00,4.00,0.00]=2.00', '5B01[4.00,4.00,0.00]=2.65', 'CD37[0.00,0.00,0.00]=3.52', '592F[4.00,0.00,0.00]=3.80', 'le_us=2838', 'est[1.72,3.05,-0.59,67]']"
"['1495[0.00,4.00,0.00]=2.04', '5B01[4.00,4.00,0.00]=2.70', 'CD37[0.00,0.00,0.00]=3.48', '592F[4.00,0.00,0.00]=3.84', 'le_us=2777', 'est[1.69,3.04,-0.63,67]']"
"['1495[0.00,4.00,0.00]=1.97', '5B01[4.00,4.00,0.00]=2.70', 'CD37[0.00,0.00,0.00]=3.43', '592F[4.00,0.00,0.00]=3.80', 'le_us=2838', 'est[1.66,3.02,-0.63,69]']"
"['1495[0.00,4.00,0.00]=1.98', '5B01[4.00,4.00,0.00]=2.73', 'CD37[0.00,0.00,0.00]=3.46', '592F[4.00,0.00,0.00]=3.86', 'le_us=2807', 'est[1.64,3.02,-0.65,66]']"
"['1495[0.00,4.00,0.00]=1.94', '5B01[4.00,4.00,0.00]=2.77', 'CD37[0.00,0.00,0.00]=3.47', '592F[4.00,0.00,0.00]=3.88', 'le_us=2899', 'est[1.61,3.02,-0.67,63]']"
"['1495[0.00,4.00,0.00]=1.88', '5B01[4.00,4.00,0.00]=2.78', 'CD37[0.00,0.00,0.00]=3.44', '592F[4.00,0.00,0.00]=3.88', 'le_us=2838', 'est[1.57,3.03,-0.67,64]']"
"['1495[0.00,4.00,0.00]=1.85', '5B01[4.00,4.00,0.00]=2.83', 'CD37[0.00,0.00,0.00]=3.46', '592F[4.00,0.00,0.00]=3.86', 'le_us=3021', 'est[1.54,3.04,-0.68,61]']"
"['1495[0.00,4.00,0.00]=1.87', '5B01[4.00,4.00,0.00]=2.85', 'CD37[0.00,0.00,0.00]=3.41', '592F[4.00,0.00,0.00]=3.88', 'le_us=2838', 'est[1.51,3.03,-0.69,63]']"
"['1495[0.00,4.00,0.00]=1.85', '5B01[4.00,4.00,0.00]=2.82', 'CD37[0.00,0.00,0.00]=3.43', '592F[4.00,0.00,0.00]=3.95', 'le_us=2868', 'est[1.49,3.03,-0.69,63]']"
"['1495[0.00,4.00,0.00]=1.77', '5B01[4.00,4.00,0.00]=2.86', 'CD37[0.00,0.00,0.00]=3.38', '592F[4.00,0.00,0.00]=3.93', 'le_us=3051', 'est[1.49,3.04,-0.35,63]']"
"['1495[0.00,4.00,0.00]=1.78', '5B01[4.00,4.00,0.00]=2.87', 'CD37[0.00,0.00,0.00]=3.42', '592F[4.00,0.00,0.00]=3.88', 'le_us=3051', 'est[1.46,3.05,-0.43,61]']"
"['1495[0.00,4.00,0.00]=1.74', '5B01[4.00,4.00,0.00]=2.68', 'CD37[0.00,0.00,0.00]=3.41', '592F[4.00,0.00,0.00]=3.98', 'le_us=3478', 'est[1.46,3.07,-0.49,61]']"
"['1495[0.00,4.00,0.00]=1.69', '5B01[4.00,4.00,0.00]=3.11', 'CD37[0.00,0.00,0.00]=3.42', '592F[4.00,0.00,0.00]=3.97', 'le_us=2777', 'est[1.38,3.08,-0.58,50]']"
"['1495[0.00,4.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=3.56', 'CD37[0.00,0.00,0.00]=3.38', '592F[4.00,0.00,0.00]=3.96', 'le_us=3051', 'est[1.20,2.91,-0.58,59]']"
"['1495[0.00,4.00,0.00]=1.58', '5B01[4.00,4.00,0.00]=2.80', 'CD37[0.00,0.00,0.00]=3.34', '592F[4.00,0.00,0.00]=4.01', 'le_us=3509', 'est[1.22,2.95,-0.56,62]']"
"['1495[0.00,4.00,0.00]=1.71', '5B01[4.00,4.00,0.00]=2.93', 'CD37[0.00,0.00,0.00]=3.37', '592F[4.00,0.00,0.00]=4.03', 'le_us=2838', 'est[1.24,2.97,-0.57,61]']"
"['1495[0.00,4.00,0.00]=1.69', '5B01[4.00,4.00,0.00]=2.96', 'CD37[0.00,0.00,0.00]=3.33', '592F[4.00,0.00,0.00]=4.02', 'le_us=3021', 'est[1.25,2.99,-0.57,61]']"
"['1495[0.00,4.00,0.00]=1.64', '5B01[4.00,4.00,0.00]=2.98', 'CD37[0.00,0.00,0.00]=3.35', '592F[4.00,0.00,0.00]=4.06', 'le_us=2868', 'est[1.24,3.01,-0.57,59]']"
"['1495[0.00,4.00,0.00]=1.60', '5B01[4.00,4.00,0.00]=3.05', 'CD37[0.00,0.00,0.00]=3.36', '592F[4.00,0.00,0.00]=4.02', 'le_us=3234', 'est[1.21,2.98,-0.58,60]']"
"['1495[0.00,4.00,0.00]=1.63', '5B01[4.00,4.00,0.00]=3.04', 'CD37[0.00,0.00,0.00]=3.29', '592F[4.00,0.00,0.00]=4.04', 'le_us=3051', 'est[1.23,3.00,-0.27,59]']"
"['1495[0.00,4.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=3.02', 'CD37[0.00,0.00,0.00]=3.32', '592F[4.00,0.00,0.00]=4.00', 'le_us=3234', 'est[1.21,2.97,-0.36,62]']"
"['1495[0.00,4.00,0.00]=1.63', '5B01[4.00,4.00,0.00]=3.08', 'CD37[0.00,0.00,0.00]=3.23', '592F[4.00,0.00,0.00]=3.96', 'le_us=3234', 'est[1.18,2.93,-0.41,64]']"
"['1495[0.00,4.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=3.08', 'CD37[0.00,0.00,0.00]=3.30', '592F[4.00,0.00,0.00]=3.96', 'le_us=2960', 'est[1.16,2.89,-0.44,64]']"
"['1495[0.00,4.00,0.00]=1.61', '5B01[4.00,4.00,0.00]=3.13', 'CD37[0.00,0.00,0.00]=3.18', '592F[4.00,0.00,0.00]=4.00', 'le_us=3234', 'est[1.14,2.87,-0.47,62]']"
"['1495[0.00,4.00,0.00]=1.63', '5B01[4.00,4.00,0.00]=3.11', 'CD37[0.00,0.00,0.00]=3.20', '592F[4.00,0.00,0.00]=4.99', 'le_us=4699', 'est[1.13,2.89,-0.49,60]']"
"['1495[0.00,4.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=3.15', 'CD37[0.00,0.00,0.00]=3.22', '592F[4.00,0.00,0.00]=6.78', 'le_us=7720', 'est[1.12,2.91,-0.52,57]']"
"['1495[0.00,4.00,0.00]=1.64', '5B01[4.00,4.00,0.00]=3.18', 'CD37[0.00,0.00,0.00]=3.11', '592F[4.00,0.00,0.00]=4.57', 'le_us=3753', 'est[1.11,2.90,-0.52,61]']"
"['1495[0.00,4.00,0.00]=1.62', '5B01[4.00,4.00,0.00]=3.21', 'CD37[0.00,0.00,0.00]=3.15', '592F[4.00,0.00,0.00]=6.15', 'le_us=5859', 'est[1.09,2.90,-0.54,58]']"
"['1495[0.00,4.00,0.00]=1.66', 'CD37[0.00,0.00,0.00]=3.09', '5B01[4.00,4.00,0.00]=3.17', '592F[4.00,0.00,0.00]=4.63', 'le_us=3845', 'est[1.09,2.89,-0.28,63]']"
"['1495[0.00,4.00,0.00]=1.62', 'CD37[0.00,0.00,0.00]=3.00', '5B01[4.00,4.00,0.00]=3.21', '592F[4.00,0.00,0.00]=4.69', 'le_us=4364', 'est[1.08,2.86,-0.13,66]']"
"['1495[0.00,4.00,0.00]=1.67', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.31', '592F[4.00,0.00,0.00]=3.99', 'le_us=3082', 'est[1.04,2.81,-0.25,62]']"
"['1495[0.00,4.00,0.00]=1.64', 'CD37[0.00,0.00,0.00]=3.02', '5B01[4.00,4.00,0.00]=3.31', '592F[4.00,0.00,0.00]=3.93', 'le_us=2990', 'est[1.08,2.82,-0.06,65]']"
"['1495[0.00,4.00,0.00]=1.62', 'CD37[0.00,0.00,0.00]=2.97', '5B01[4.00,4.00,0.00]=3.33', '592F[4.00,0.00,0.00]=4.10', 'le_us=2838', 'est[1.05,2.80,0.08,62]']"
"['1495[0.00,4.00,0.00]=1.68', 'CD37[0.00,0.00,0.00]=2.96', '5B01[4.00,4.00,0.00]=3.32', '592F[4.00,0.00,0.00]=4.11', 'le_us=2807', 'est[1.03,2.79,0.19,62]']"
"['1495[0.00,4.00,0.00]=1.68', 'CD37[0.00,0.00,0.00]=2.90', '5B01[4.00,4.00,0.00]=3.41', '592F[4.00,0.00,0.00]=4.11', 'le_us=2838', 'est[1.01,2.77,0.28,61]']"
"['1495[0.00,4.00,0.00]=1.62', 'CD37[0.00,0.00,0.00]=2.86', '5B01[4.00,4.00,0.00]=3.35', '592F[4.00,0.00,0.00]=4.12', 'le_us=3082', 'est[0.98,2.75,0.27,65]']"
"['1495[0.00,4.00,0.00]=1.72', 'CD37[0.00,0.00,0.00]=2.90', '5B01[4.00,4.00,0.00]=3.44', '592F[4.00,0.00,0.00]=4.06', 'le_us=2868', 'est[0.96,2.73,0.37,59]']"
"['1495[0.00,4.00,0.00]=1.72', 'CD37[0.00,0.00,0.00]=2.87', '5B01[4.00,4.00,0.00]=3.45', '592F[4.00,0.00,0.00]=4.10', 'le_us=2838', 'est[0.95,2.71,0.43,60]']"
"['1495[0.00,4.00,0.00]=1.69', 'CD37[0.00,0.00,0.00]=2.82', '5B01[4.00,4.00,0.00]=3.46', '592F[4.00,0.00,0.00]=4.19', 'le_us=2807', 'est[0.92,2.69,0.45,60]']"
"['1495[0.00,4.00,0.00]=1.75', 'CD37[0.00,0.00,0.00]=2.87', '5B01[4.00,4.00,0.00]=3.89', '592F[4.00,0.00,0.00]=4.16', 'le_us=2929', 'est[0.81,2.68,0.59,46]']"
"['1495[0.00,4.00,0.00]=1.78', 'CD37[0.00,0.00,0.00]=2.93', '5B01[4.00,4.00,0.00]=3.85', '592F[4.00,0.00,0.00]=4.09', 'le_us=2777', 'est[0.74,2.68,0.71,40]']"
"['1495[0.00,4.00,0.00]=1.82', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.79', '592F[4.00,0.00,0.00]=4.17', 'le_us=2624', 'est[0.71,2.68,0.81,38]']"
"['1495[0.00,4.00,0.00]=2.15', 'CD37[0.00,0.00,0.00]=3.06', '5B01[4.00,4.00,0.00]=3.77', '592F[4.00,0.00,0.00]=3.98', 'le_us=2593', 'est[0.74,2.66,0.96,36]']"
"['1495[0.00,4.00,0.00]=2.09', 'CD37[0.00,0.00,0.00]=2.94', '5B01[4.00,4.00,0.00]=3.62', '592F[4.00,0.00,0.00]=4.10', 'le_us=2807', 'est[0.79,2.63,1.02,49]']"
"['1495[0.00,4.00,0.00]=2.08', 'CD37[0.00,0.00,0.00]=2.98', '5B01[4.00,4.00,0.00]=3.61', '592F[4.00,0.00,0.00]=4.08', 'le_us=2807', 'est[0.82,2.61,1.06,47]']"
"['1495[0.00,4.00,0.00]=2.10', 'CD37[0.00,0.00,0.00]=2.86', '5B01[4.00,4.00,0.00]=3.69', '592F[4.00,0.00,0.00]=3.97', 'le_us=2838', 'est[0.83,2.58,1.09,48]']"
"['1495[0.00,4.00,0.00]=2.16', 'CD37[0.00,0.00,0.00]=2.85', '5B01[4.00,4.00,0.00]=3.77', '592F[4.00,0.00,0.00]=3.99', 'le_us=2838', 'est[0.82,2.54,1.13,45]']"
"['1495[0.00,4.00,0.00]=2.14', 'CD37[0.00,0.00,0.00]=2.78', '5B01[4.00,4.00,0.00]=3.75', '592F[4.00,0.00,0.00]=3.99', 'le_us=2838', 'est[0.82,2.50,1.14,48]']"
"['1495[0.00,4.00,0.00]=2.18', 'CD37[0.00,0.00,0.00]=2.86', '5B01[4.00,4.00,0.00]=3.71', '592F[4.00,0.00,0.00]=3.93', 'le_us=2838', 'est[0.84,2.48,1.16,47]']"
"['1495[0.00,4.00,0.00]=2.22', 'CD37[0.00,0.00,0.00]=2.81', '5B01[4.00,4.00,0.00]=3.80', '592F[4.00,0.00,0.00]=3.94', 'le_us=2868', 'est[0.83,2.46,1.19,45]']"
"['1495[0.00,4.00,0.00]=2.23', 'CD37[0.00,0.00,0.00]=2.76', '5B01[4.00,4.00,0.00]=3.78', '592F[4.00,0.00,0.00]=3.85', 'le_us=2807', 'est[0.83,2.42,1.20,48]']"
"['1495[0.00,4.00,0.00]=2.30', 'CD37[0.00,0.00,0.00]=2.60', '5B01[4.00,4.00,0.00]=3.84', '592F[4.00,0.00,0.00]=3.83', 'le_us=2838', 'est[0.83,2.36,1.18,52]']"
"['1495[0.00,4.00,0.00]=2.32', 'CD37[0.00,0.00,0.00]=2.62', '5B01[4.00,4.00,0.00]=3.79', '592F[4.00,0.00,0.00]=3.92', 'le_us=2777', 'est[0.85,2.32,1.17,55]']"
"['1495[0.00,4.00,0.00]=2.32', 'CD37[0.00,0.00,0.00]=2.60', '5B01[4.00,4.00,0.00]=3.83', '592F[4.00,0.00,0.00]=3.87', 'le_us=2868', 'est[0.85,2.28,1.17,52]']"
"['1495[0.00,4.00,0.00]=2.35', 'CD37[0.00,0.00,0.00]=2.58', '5B01[4.00,4.00,0.00]=3.84', '592F[4.00,0.00,0.00]=3.86', 'le_us=2868', 'est[0.85,2.25,1.17,53]']"
"['1495[0.00,4.00,0.00]=2.37', 'CD37[0.00,0.00,0.00]=2.54', '5B01[4.00,4.00,0.00]=3.85', '592F[4.00,0.00,0.00]=3.85', 'le_us=2807', 'est[0.86,2.21,1.16,56]']"
"['1495[0.00,4.00,0.00]=2.38', 'CD37[0.00,0.00,0.00]=2.49', '5B01[4.00,4.00,0.00]=3.76', '592F[4.00,0.00,0.00]=3.81', 'le_us=2838', 'est[0.88,2.18,1.13,62]']"
"['1495[0.00,4.00,0.00]=2.42', 'CD37[0.00,0.00,0.00]=2.47', '5B01[4.00,4.00,0.00]=3.85', '592F[4.00,0.00,0.00]=3.81', 'le_us=2807', 'est[0.89,2.14,1.12,59]']"
"['1495[0.00,4.00,0.00]=2.44', 'CD37[0.00,0.00,0.00]=2.42', '5B01[4.00,4.00,0.00]=3.85', '592F[4.00,0.00,0.00]=3.80', 'le_us=2807', 'est[0.90,2.10,1.09,62]']"
"['1495[0.00,4.00,0.00]=2.38', 'CD37[0.00,0.00,0.00]=2.44', '5B01[4.00,4.00,0.00]=3.85', '592F[4.00,0.00,0.00]=3.80', 'le_us=2807', 'est[0.90,2.08,1.08,61]']"
"['1495[0.00,4.00,0.00]=2.41', 'CD37[0.00,0.00,0.00]=2.36', '5B01[4.00,4.00,0.00]=3.89', '592F[4.00,0.00,0.00]=3.82', 'le_us=2807', 'est[0.89,2.06,1.05,62]']"
"['1495[0.00,4.00,0.00]=2.36', 'CD37[0.00,0.00,0.00]=2.36', '5B01[4.00,4.00,0.00]=3.93', '592F[4.00,0.00,0.00]=3.75', 'le_us=2868', 'est[0.90,2.04,1.00,69]']"
"['1495[0.00,4.00,0.00]=2.41', 'CD37[0.00,0.00,0.00]=2.26', '5B01[4.00,4.00,0.00]=3.92', '592F[4.00,0.00,0.00]=3.75', 'le_us=2807', 'est[0.88,2.01,0.95,66]']"
"['1495[0.00,4.00,0.00]=2.39', 'CD37[0.00,0.00,0.00]=2.22', '5B01[4.00,4.00,0.00]=3.95', '592F[4.00,0.00,0.00]=3.71', 'le_us=2807', 'est[0.89,1.98,0.89,70]']"
"['CD37[0.00,0.00,0.00]=2.28', '1495[0.00,4.00,0.00]=2.33', '592F[4.00,0.00,0.00]=3.73', '5B01[4.00,4.00,0.00]=3.93', 'le_us=3082', 'est[0.89,1.98,0.49,72]']"
"['CD37[0.00,0.00,0.00]=2.24', '1495[0.00,4.00,0.00]=2.41', '592F[4.00,0.00,0.00]=3.70', '5B01[4.00,4.00,0.00]=3.97', 'le_us=2807', 'est[0.90,1.96,0.18,70]']"
